row_type,source,retrieved_at_utc,menu,category_path,category,subcategory,product_name,product_number,form_code,product_type,availability,size_code,default_size,sku,uri,image_url,notes
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Latte,Latte,Latte,Cinnamon Dolce Latte,414,Hot,Beverage,Available,Grande,Grande,184542,https://www.starbucks.com/menu/product/414/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/CinnamonDolceLatte,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Latte,Latte,Latte,Cinnamon Dolce Latte,414,Hot,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/414/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/CinnamonDolceLatte,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Latte,Latte,Latte,Sugar-Free Caramel Protein Latte,34819,Hot,Beverage,Available,Short,Grande,,https://www.starbucks.com/menu/product/34819/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SugarFreeCaramelProteinLatte,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Latte,Latte,Latte,Sugar-Free Caramel Protein Latte,34819,Hot,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/34819/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SugarFreeCaramelProteinLatte,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Latte,Latte,Latte,Sugar-Free Caramel Protein Latte,34819,Hot,Beverage,Available,Grande,Grande,11186067,https://www.starbucks.com/menu/product/34819/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SugarFreeCaramelProteinLatte,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Latte,Latte,Latte,Sugar-Free Caramel Protein Latte,34819,Hot,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/34819/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SugarFreeCaramelProteinLatte,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Latte,Latte,Latte,Starbucks® Blonde Vanilla Latte,2122164,Hot,Beverage,Available,Short,Grande,,https://www.starbucks.com/menu/product/2122164/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/BlondeVanillaLatte,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Latte,Latte,Latte,Starbucks® Blonde Vanilla Latte,2122164,Hot,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/2122164/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/BlondeVanillaLatte,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Latte,Latte,Latte,Starbucks® Blonde Vanilla Latte,2122164,Hot,Beverage,Available,Grande,Grande,11073450,https://www.starbucks.com/menu/product/2122164/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/BlondeVanillaLatte,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Latte,Latte,Latte,Starbucks® Blonde Vanilla Latte,2122164,Hot,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/2122164/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/BlondeVanillaLatte,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Cappuccino,Cappuccino,Cappuccino,Cappuccino,409,Hot,Beverage,Available,Short,Grande,,https://www.starbucks.com/menu/product/409/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/Cappuccino,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Cappuccino,Cappuccino,Cappuccino,Cappuccino,409,Hot,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/409/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/Cappuccino,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Cappuccino,Cappuccino,Cappuccino,Cappuccino,409,Hot,Beverage,Available,Grande,Grande,39,https://www.starbucks.com/menu/product/409/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/Cappuccino,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Cappuccino,Cappuccino,Cappuccino,Cappuccino,409,Hot,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/409/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/Cappuccino,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Mocha,Mocha,Mocha,Caffè Mocha,408,Hot,Beverage,Available,Short,Grande,,https://www.starbucks.com/menu/product/408/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20220607_CaffeMocha,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Mocha,Mocha,Mocha,Caffè Mocha,408,Hot,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/408/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20220607_CaffeMocha,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Mocha,Mocha,Mocha,Caffè Mocha,408,Hot,Beverage,Available,Grande,Grande,47,https://www.starbucks.com/menu/product/408/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20220607_CaffeMocha,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Mocha,Mocha,Mocha,Caffè Mocha,408,Hot,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/408/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20220607_CaffeMocha,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Mocha,Mocha,Mocha,White Chocolate Mocha,420,Hot,Beverage,Available,Short,Grande,,https://www.starbucks.com/menu/product/420/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/WhiteChocolateMocha,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Mocha,Mocha,Mocha,White Chocolate Mocha,420,Hot,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/420/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/WhiteChocolateMocha,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Mocha,Mocha,Mocha,White Chocolate Mocha,420,Hot,Beverage,Available,Grande,Grande,148690,https://www.starbucks.com/menu/product/420/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/WhiteChocolateMocha,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Mocha,Mocha,Mocha,White Chocolate Mocha,420,Hot,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/420/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/WhiteChocolateMocha,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Macchiato,Macchiato,Macchiato,Espresso Macchiato,412,Hot,Beverage,Available,Single,Doppio,,https://www.starbucks.com/menu/product/412/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20190617_EspressoMacchiato,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Macchiato,Macchiato,Macchiato,Espresso Macchiato,412,Hot,Beverage,Available,Double,Doppio,,https://www.starbucks.com/menu/product/412/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20190617_EspressoMacchiato,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Macchiato,Macchiato,Macchiato,Espresso Macchiato,412,Hot,Beverage,Available,Triple,Doppio,,https://www.starbucks.com/menu/product/412/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20190617_EspressoMacchiato,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Macchiato,Macchiato,Macchiato,Espresso Macchiato,412,Hot,Beverage,Available,Quad,Doppio,,https://www.starbucks.com/menu/product/412/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20190617_EspressoMacchiato,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Macchiato,Macchiato,Macchiato,Caramel Macchiato,413,Hot,Beverage,Available,Short,Grande,,https://www.starbucks.com/menu/product/413/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20211029_CaramelMacchiato,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Macchiato,Macchiato,Macchiato,Caramel Macchiato,413,Hot,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/413/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20211029_CaramelMacchiato,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Macchiato,Macchiato,Macchiato,Caramel Macchiato,413,Hot,Beverage,Available,Grande,Grande,126198,https://www.starbucks.com/menu/product/413/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20211029_CaramelMacchiato,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Macchiato,Macchiato,Macchiato,Caramel Macchiato,413,Hot,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/413/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20211029_CaramelMacchiato,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Flat White,Flat White,Flat White,Flat White,565,Hot,Beverage,Available,Short,Tall,,https://www.starbucks.com/menu/product/565/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20230406_FlatWhite,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Flat White,Flat White,Flat White,Flat White,565,Hot,Beverage,Available,Tall,Tall,11047170,https://www.starbucks.com/menu/product/565/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20230406_FlatWhite,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Flat White,Flat White,Flat White,Flat White,565,Hot,Beverage,Available,Grande,Tall,,https://www.starbucks.com/menu/product/565/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20230406_FlatWhite,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Flat White,Flat White,Flat White,Flat White,565,Hot,Beverage,Available,Venti,Tall,,https://www.starbucks.com/menu/product/565/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20230406_FlatWhite,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Cortado,Cortado,Cortado,Cortado,2124649,Hot,Beverage,Available,Short,,,https://www.starbucks.com/menu/product/2124649/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/Cortado,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Cortado,Cortado,Cortado,Brown Sugar Oatmilk Cortado,2124651,Hot,Beverage,Available,Short,,,https://www.starbucks.com/menu/product/2124651/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/BrownSugarOatmilkCortado,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Espresso Shot,Espresso Shot,Espresso Shot,Espresso,410,Hot,Beverage,Available,Single,Doppio,,https://www.starbucks.com/menu/product/410/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20190617_Espresso_Single,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Espresso Shot,Espresso Shot,Espresso Shot,Espresso,410,Hot,Beverage,Available,Double,Doppio,,https://www.starbucks.com/menu/product/410/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20190617_Espresso_Single,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Espresso Shot,Espresso Shot,Espresso Shot,Espresso,410,Hot,Beverage,Available,Triple,Doppio,,https://www.starbucks.com/menu/product/410/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20190617_Espresso_Single,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Espresso Shot,Espresso Shot,Espresso Shot,Espresso,410,Hot,Beverage,Available,Quad,Doppio,,https://www.starbucks.com/menu/product/410/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20190617_Espresso_Single,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Espresso Shot,Espresso Shot,Espresso Shot,Espresso Con Panna,411,Hot,Beverage,Available,Single,Doppio,,https://www.starbucks.com/menu/product/411/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20190617_EspressoConPanna,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Espresso Shot,Espresso Shot,Espresso Shot,Espresso Con Panna,411,Hot,Beverage,Available,Double,Doppio,,https://www.starbucks.com/menu/product/411/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20190617_EspressoConPanna,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Espresso Shot,Espresso Shot,Espresso Shot,Espresso Con Panna,411,Hot,Beverage,Available,Triple,Doppio,,https://www.starbucks.com/menu/product/411/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20190617_EspressoConPanna,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Espresso Shot,Espresso Shot,Espresso Shot,Espresso Con Panna,411,Hot,Beverage,Available,Quad,Doppio,,https://www.starbucks.com/menu/product/411/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20190617_EspressoConPanna,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Coffee Traveler,Coffee Traveler,Coffee Traveler,Coffee Traveler – Pike Place® Roast,873068655,Hot,Beverage,Available,Traveler,,,https://www.starbucks.com/menu/product/873068655/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/CoffeeTraveler,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Hot Coffee > Coffee Traveler,Coffee Traveler,Coffee Traveler,Coffee Traveler – Decaf Pike Place® Roast,873068657,Hot,Beverage,Available,Traveler,,,https://www.starbucks.com/menu/product/873068657/hot,https://cloudassets.starbucks.com/is/image/sbuxcorp/CoffeeTraveler,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Cold Brew,2121255,Iced,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/2121255/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/ColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Cold Brew,2121255,Iced,Beverage,Available,Grande,Grande,11044803,https://www.starbucks.com/menu/product/2121255/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/ColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Cold Brew,2121255,Iced,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/2121255/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/ColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Cold Brew,2121255,Iced,Beverage,Available,Trenta,Grande,,https://www.starbucks.com/menu/product/2121255/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/ColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Toasted Coconut Cream Cold Brew,34832,Iced,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/34832/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/CoconutColdBrewCoconutFlakes,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Toasted Coconut Cream Cold Brew,34832,Iced,Beverage,Available,Grande,Grande,11186328,https://www.starbucks.com/menu/product/34832/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/CoconutColdBrewCoconutFlakes,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Toasted Coconut Cream Cold Brew,34832,Iced,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/34832/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/CoconutColdBrewCoconutFlakes,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Toasted Coconut Cream Cold Brew,34832,Iced,Beverage,Available,Trenta,Grande,,https://www.starbucks.com/menu/product/34832/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/CoconutColdBrewCoconutFlakes,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Pistachio Cream Cold Brew,2123702,Iced,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/2123702/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/PistachioCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Pistachio Cream Cold Brew,2123702,Iced,Beverage,Available,Grande,Grande,11144446,https://www.starbucks.com/menu/product/2123702/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/PistachioCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Pistachio Cream Cold Brew,2123702,Iced,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/2123702/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/PistachioCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Pistachio Cream Cold Brew,2123702,Iced,Beverage,Available,Trenta,Grande,,https://www.starbucks.com/menu/product/2123702/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/PistachioCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Vanilla Sweet Cream Cold Brew,2121859,Iced,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/2121859/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/VanillaSweetCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Vanilla Sweet Cream Cold Brew,2121859,Iced,Beverage,Available,Grande,Grande,11064128,https://www.starbucks.com/menu/product/2121859/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/VanillaSweetCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Vanilla Sweet Cream Cold Brew,2121859,Iced,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/2121859/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/VanillaSweetCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Vanilla Sweet Cream Cold Brew,2121859,Iced,Beverage,Available,Trenta,Grande,,https://www.starbucks.com/menu/product/2121859/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/VanillaSweetCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Salted Caramel Cream Cold Brew,2122795,Iced,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/2122795/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20211029_SaltedCaramelCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Salted Caramel Cream Cold Brew,2122795,Iced,Beverage,Available,Grande,Grande,11093430,https://www.starbucks.com/menu/product/2122795/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20211029_SaltedCaramelCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Salted Caramel Cream Cold Brew,2122795,Iced,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/2122795/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20211029_SaltedCaramelCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Salted Caramel Cream Cold Brew,2122795,Iced,Beverage,Available,Trenta,Grande,,https://www.starbucks.com/menu/product/2122795/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/SBX20211029_SaltedCaramelCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Chocolate Cream Cold Brew,2123644,Iced,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/2123644/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/ChocolateCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Chocolate Cream Cold Brew,2123644,Iced,Beverage,Available,Grande,Grande,11135840,https://www.starbucks.com/menu/product/2123644/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/ChocolateCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Chocolate Cream Cold Brew,2123644,Iced,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/2123644/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/ChocolateCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Chocolate Cream Cold Brew,2123644,Iced,Beverage,Available,Trenta,Grande,,https://www.starbucks.com/menu/product/2123644/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/ChocolateCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Nondairy Vanilla Sweet Cream Cold Brew,2123879,Iced,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/2123879/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairyVanillaSweetCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Nondairy Vanilla Sweet Cream Cold Brew,2123879,Iced,Beverage,Available,Grande,Grande,11162783,https://www.starbucks.com/menu/product/2123879/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairyVanillaSweetCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Nondairy Vanilla Sweet Cream Cold Brew,2123879,Iced,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/2123879/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairyVanillaSweetCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Nondairy Vanilla Sweet Cream Cold Brew,2123879,Iced,Beverage,Available,Trenta,Grande,,https://www.starbucks.com/menu/product/2123879/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairyVanillaSweetCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Nondairy Salted Caramel Cream Cold Brew,2123883,Iced,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/2123883/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairySaltedCaramelColdBrewColdFoam,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Nondairy Salted Caramel Cream Cold Brew,2123883,Iced,Beverage,Available,Grande,Grande,11162779,https://www.starbucks.com/menu/product/2123883/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairySaltedCaramelColdBrewColdFoam,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Nondairy Salted Caramel Cream Cold Brew,2123883,Iced,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/2123883/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairySaltedCaramelColdBrewColdFoam,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Nondairy Salted Caramel Cream Cold Brew,2123883,Iced,Beverage,Available,Trenta,Grande,,https://www.starbucks.com/menu/product/2123883/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairySaltedCaramelColdBrewColdFoam,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Cold Brew with Nondairy Vanilla Sweet Cream Cold Foam,2123880,Iced,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/2123880/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairyVanillaSweetCreamColdFoam,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Cold Brew with Nondairy Vanilla Sweet Cream Cold Foam,2123880,Iced,Beverage,Available,Grande,Grande,11162787,https://www.starbucks.com/menu/product/2123880/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairyVanillaSweetCreamColdFoam,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Cold Brew with Nondairy Vanilla Sweet Cream Cold Foam,2123880,Iced,Beverage,Available,Venti,Grande,,https://www.starbucks.com/menu/product/2123880/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairyVanillaSweetCreamColdFoam,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Cold Brew with Nondairy Vanilla Sweet Cream Cold Foam,2123880,Iced,Beverage,Available,Trenta,Grande,,https://www.starbucks.com/menu/product/2123880/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairyVanillaSweetCreamColdFoam,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Nondairy Chocolate Cream Cold Brew,2123881,Iced,Beverage,Available,Tall,Grande,,https://www.starbucks.com/menu/product/2123881/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairyChocolateCreamColdBrew,
product_size,Starbucks official menu API,2026-05-16T22:20:55Z,Drinks,Cold Coffee > Cold Brew,Cold Brew,Cold Brew,Nondairy Chocolate Cream Cold Brew,2123881,Iced,Beverage,Available,Grande,Grande,11162671,https://www.starbucks.com/menu/product/2123881/iced,https://cloudassets.starbucks.com/is/image/sbuxcorp/NonDairyChocolateCreamColdBrew,
